f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,label
0,5,6,6,14,13,8,14,13,18,159,127,91,47,30,19,10,3,5,2,130,90,65,39,27,24,15,17,13,11,0
7,49,57,54,44,31,29,27,29,25,159,124,84,62,30,17,15,4,1,2,131,93,56,49,25,25,15,20,15,14,0
9,31,31,45,23,22,23,20,18,21,160,122,98,56,29,13,6,5,4,2,145,124,59,35,22,16,13,12,13,7,0
0,0,0,0,0,0,0,0,0,0,166,147,88,43,27,16,7,4,2,0,127,109,67,50,22,23,13,11,9,7,0
5,22,28,35,31,21,25,15,15,20,169,125,83,57,25,20,8,6,2,0,149,110,68,42,23,17,11,6,10,9,0
0,0,0,0,0,0,0,0,0,0,146,134,102,46,37,17,10,2,2,3,132,106,67,36,33,20,14,18,8,5,0
3,32,39,31,30,17,20,28,16,22,168,143,88,44,23,8,10,3,3,1,170,106,61,32,28,8,6,7,11,9,0
0,0,0,0,0,0,0,0,1,0,169,121,113,41,24,18,5,2,1,2,118,117,70,49,24,16,12,12,12,13,0
6,25,34,35,24,24,17,17,15,22,169,101,104,50,28,19,10,3,6,1,162,106,49,46,28,15,5,9,14,12,0
0,0,0,0,0,0,0,0,0,0,181,121,64,45,38,27,9,5,3,2,151,114,61,38,28,19,9,7,4,4,0
6,32,37,34,24,23,21,16,20,20,199,120,75,49,23,9,11,5,2,4,162,115,51,37,23,13,12,9,9,11,0
0,0,0,0,0,0,0,0,0,1,182,132,86,42,29,8,9,3,4,1,132,116,77,40,21,16,9,9,9,13,0
6,26,29,24,43,14,20,22,16,20,170,127,75,50,29,23,8,2,9,3,157,93,61,44,23,18,8,5,11,8,0
0,0,0,0,0,0,0,0,0,0,168,128,84,47,32,19,10,4,4,2,110,124,81,37,25,20,9,12,8,7,0
7,27,31,37,25,22,22,15,20,19,168,141,74,47,28,19,5,6,4,1,159,111,52,37,25,17,11,11,9,6,0
0,0,0,0,0,0,0,0,0,1,165,146,85,46,25,16,10,3,0,1,118,116,69,45,27,17,17,8,8,10,0
4,24,32,32,34,16,27,16,17,20,162,125,92,56,22,17,11,4,3,1,169,99,51,36,30,23,13,6,8,12,0
0,0,0,0,0,0,0,0,0,2,162,130,90,53,28,15,11,6,2,1,129,116,69,49,30,14,15,7,12,9,0
6,27,33,32,28,28,12,18,22,26,169,124,93,45,29,15,11,2,2,1,159,102,58,36,24,24,11,8,9,7,0
0,0,0,0,0,0,0,0,0,2,163,139,88,47,27,14,14,3,2,1,132,116,63,49,28,15,14,14,5,10,0
8,22,28,31,37,22,22,19,14,20,162,125,98,38,32,25,4,5,4,2,168,98,50,40,29,11,9,14,9,11,0
0,0,0,0,0,0,0,1,0,1,171,127,81,45,33,17,12,5,4,1,128,120,63,52,28,18,10,7,6,12,0
11,24,35,27,33,19,19,22,23,16,166,123,86,52,34,15,10,5,2,2,158,111,54,36,20,15,14,13,8,12,0
0,0,0,0,0,0,0,1,1,1,183,121,71,53,37,14,6,7,3,0,132,123,65,35,18,15,16,13,4,12,0
4,22,31,33,28,23,23,30,14,13,173,123,84,44,27,20,14,5,2,2,167,108,49,50,22,12,10,8,6,4,0
0,0,0,0,0,0,0,0,0,0,165,132,72,58,32,19,10,5,1,2,118,110,76,45,29,18,13,12,15,6,0
8,29,37,31,24,27,13,16,21,20,178,136,87,44,16,21,3,4,2,0,164,113,51,33,24,21,13,13,7,6,0
0,0,0,0,0,0,0,1,1,4,176,134,83,55,21,10,16,2,0,1,135,118,58,39,27,18,13,14,8,14,0
5,23,31,34,28,27,16,18,18,18,182,112,82,53,26,18,13,8,1,0,162,103,48,42,19,19,21,10,11,8,0
0,0,0,0,0,0,1,0,1,0,170,129,69,46,35,20,17,8,3,1,134,99,65,49,32,22,13,11,19,8,0
8,26,32,36,28,26,20,13,20,20,190,126,84,45,24,8,7,5,3,0,175,82,63,39,28,11,10,7,11,10,0
0,0,0,0,0,0,0,1,1,1,176,131,80,52,26,15,7,7,2,1,110,120,71,39,32,19,19,17,7,6,0
6,21,34,29,29,26,17,15,19,29,174,106,85,57,38,16,10,3,1,0,151,115,64,29,22,19,11,9,15,9,0
0,0,0,0,0,0,0,2,0,2,153,131,84,50,32,22,9,6,7,2,108,129,69,38,33,23,19,9,7,13,0
5,24,31,37,31,30,15,19,18,13,161,131,68,65,34,19,12,1,2,1,148,111,71,37,18,13,9,10,12,11,0
0,0,0,0,0,1,1,0,0,1,179,109,90,53,30,15,8,5,4,3,129,112,69,49,28,8,12,16,8,11,0
1,27,30,30,34,21,13,22,10,33,182,127,80,40,34,18,8,4,2,0,144,104,60,40,27,16,14,9,10,11,0
0,0,0,0,0,0,0,0,3,3,160,124,88,45,34,18,7,13,6,3,129,110,73,34,33,19,15,11,7,8,0
11,23,33,27,35,26,20,16,13,20,171,133,94,44,32,6,10,5,1,0,162,96,64,33,23,20,17,13,10,11,0
0,0,0,0,0,2,1,0,3,2,162,103,105,60,35,14,5,4,7,0,125,121,75,27,21,17,13,13,16,11,0
3,21,32,41,28,20,20,18,10,18,193,114,74,48,24,18,10,9,1,4,158,110,50,45,23,12,11,15,9,6,0
0,0,0,0,0,1,0,2,0,1,169,124,73,64,28,17,13,4,3,1,136,125,71,28,19,21,8,11,15,9,0
8,19,38,36,26,17,20,15,17,22,178,130,85,48,29,9,10,4,1,2,162,106,55,31,31,18,13,13,6,6,0
0,0,0,0,0,1,0,2,2,6,171,137,82,48,31,21,4,3,1,1,115,126,62,43,31,24,14,9,8,15,0
6,13,38,32,30,28,17,14,25,26,172,123,83,54,30,20,7,2,1,1,150,90,80,37,32,15,10,14,10,6,0
0,0,0,0,0,0,1,1,4,0,172,126,69,66,29,15,11,4,2,3,126,109,74,40,26,20,16,12,17,4,0
6,20,45,21,31,25,15,21,14,22,182,129,71,54,23,10,11,10,3,0,172,107,52,25,24,20,11,9,11,8,0
0,0,0,0,2,0,1,1,1,3,173,124,76,61,28,24,6,4,1,0,134,105,72,37,28,20,11,14,7,11,0
6,20,24,42,28,21,19,14,22,27,169,133,82,39,31,16,15,4,3,1,154,102,66,35,30,14,13,12,11,9,0
0,0,0,0,0,1,1,1,1,6,167,131,73,51,36,17,11,4,2,2,127,104,76,48,26,19,14,8,15,9,0
5,29,37,29,25,17,12,28,15,18,158,137,84,46,32,22,11,2,1,0,149,92,70,36,25,17,13,20,10,9,0
0,0,0,2,1,1,0,3,1,0,155,125,98,56,35,13,8,6,0,0,132,123,71,35,25,15,13,14,9,13,0
5,16,34,33,30,22,18,18,20,20,168,130,93,53,23,10,10,2,3,0,150,112,60,33,30,25,11,7,7,8,0
0,0,0,0,0,0,4,1,3,0,152,126,89,56,32,17,9,11,3,3,148,105,68,44,23,18,15,10,13,4,0
6,20,36,28,33,19,19,19,18,13,173,147,78,46,26,10,7,4,1,0,174,90,57,36,26,19,13,12,7,7,0
0,0,1,0,2,0,2,1,2,4,164,134,91,48,25,20,9,3,2,0,129,113,68,43,25,23,10,8,11,8,0
7,25,25,26,43,20,17,17,12,17,175,126,77,50,36,10,13,3,2,2,160,105,63,41,20,10,17,8,11,10,0
0,0,0,0,1,0,2,0,2,7,154,153,75,46,34,18,7,6,3,1,118,128,72,40,29,18,12,7,8,8,0
3,22,31,28,34,23,25,15,16,20,188,140,66,50,24,10,13,1,2,1,151,92,62,36,28,15,15,16,5,8,0
0,0,0,0,0,0,0,0,0,0,162,147,80,51,33,17,4,1,1,0,132,99,83,32,19,14,21,11,11,8,0
3,23,22,26,36,20,26,14,19,25,198,122,76,44,25,14,8,3,4,1,167,95,52,42,19,15,12,3,10,7,0
0,0,0,0,0,0,0,0,0,0,191,128,71,34,37,21,3,7,1,2,109,100,69,51,28,22,18,14,12,13,0
4,16,36,31,28,30,21,12,16,18,183,146,89,30,22,12,6,3,4,1,159,101,47,35,27,13,15,7,16,9,0
0,0,0,0,0,0,0,0,0,0,185,136,91,45,21,10,3,6,1,1,132,92,83,38,25,22,13,8,10,10,0
6,23,21,19,35,34,19,19,21,19,191,138,78,47,19,12,5,4,2,0,144,105,65,41,19,14,9,10,13,9,0
0,0,0,0,0,0,0,0,0,0,173,137,73,42,32,19,9,6,1,5,125,102,72,41,35,14,8,14,6,9,0
5,16,41,26,23,27,15,22,18,23,180,155,74,43,26,8,7,1,3,1,150,99,57,35,28,13,15,9,11,13,0
0,0,0,0,0,0,0,0,0,0,182,135,89,36,25,16,11,0,2,1,102,112,80,37,33,20,17,11,8,11,0
3,22,31,25,33,19,25,17,22,18,182,135,70,57,31,9,6,1,3,0,139,101,58,39,33,15,15,12,8,9,0
0,0,0,0,0,0,0,0,0,0,167,141,86,49,23,16,6,6,1,0,105,105,81,46,28,20,19,11,13,9,0
1,19,36,34,27,25,21,18,13,28,204,119,76,42,33,10,9,4,1,0,160,91,57,36,20,11,19,15,11,11,0
0,0,0,0,0,0,0,0,0,0,177,129,93,52,28,9,3,7,0,0,122,107,68,38,30,20,11,13,11,11,0
1,22,24,35,27,24,26,15,18,27,174,148,72,45,26,18,4,1,3,1,156,87,69,37,21,16,16,14,9,4,0
0,0,0,0,0,0,0,0,0,0,177,130,97,50,27,10,4,0,0,3,115,117,74,35,39,21,13,4,6,13,0
4,18,37,28,27,29,18,20,15,18,182,148,90,37,13,17,4,2,1,0,147,98,61,40,21,22,16,10,2,16,0
0,0,0,0,0,0,0,0,0,1,192,125,100,44,24,5,4,2,0,0,126,98,83,40,25,16,14,12,12,10,0
2,20,27,31,35,19,27,16,18,22,194,127,79,48,28,9,5,2,1,0,154,93,73,33,20,17,12,5,14,10,0
0,0,0,0,0,0,0,0,0,2,180,139,79,45,36,13,4,2,0,0,118,105,71,53,26,18,11,14,12,6,0
4,21,33,29,26,33,12,15,27,14,193,127,79,51,27,13,2,2,0,1,145,107,50,42,27,18,15,10,5,13,0
0,0,0,0,0,0,0,0,1,1,197,135,78,44,28,7,5,3,0,2,102,110,75,51,24,23,12,8,8,11,0
2,21,31,28,26,30,19,19,15,23,184,128,83,53,26,8,6,3,2,1,129,115,69,34,22,16,14,18,10,5,0
0,0,0,0,0,0,0,0,0,1,187,115,88,44,34,16,7,4,0,1,122,111,80,48,26,10,11,9,8,8,0
5,26,30,26,29,23,25,15,22,17,202,137,57,62,17,12,2,2,1,1,154,99,66,39,21,10,11,10,9,16,0
0,0,0,0,0,0,0,0,0,0,175,142,86,53,25,6,5,5,0,1,112,108,75,42,31,15,19,15,8,8,0
2,20,29,29,34,26,20,12,19,21,176,120,84,57,28,14,8,5,2,0,163,101,52,42,26,12,5,7,10,16,0
0,0,0,0,0,0,0,0,1,1,177,140,83,49,25,15,3,1,3,0,102,119,73,49,29,21,15,8,11,8,0
1,24,38,24,36,14,22,17,14,17,200,134,73,45,21,9,7,3,0,2,147,109,58,37,20,13,16,15,7,8,0
0,0,0,0,0,0,1,0,1,0,166,147,88,54,27,11,3,3,0,0,133,89,67,44,37,19,12,8,10,11,0
3,14,42,21,29,29,16,16,20,24,182,128,86,54,18,13,3,4,2,3,138,101,58,37,28,24,17,12,6,9,0
0,0,0,0,0,0,0,1,1,0,168,130,90,50,19,19,13,5,3,1,124,109,75,44,19,18,16,14,7,9,0
3,18,27,43,30,19,21,13,19,11,197,143,77,35,18,12,4,3,4,5,149,108,51,44,30,16,15,6,6,10,0
0,0,0,0,0,0,0,0,3,1,178,140,86,54,20,12,8,1,1,0,112,98,71,53,40,15,8,11,8,11,0
2,15,28,27,35,27,21,14,25,22,179,135,85,50,26,8,5,4,3,0,143,111,66,38,31,14,4,9,13,7,0
0,0,0,0,0,0,0,1,2,0,186,124,84,46,33,14,5,2,2,2,95,120,74,50,32,18,15,21,6,4,0
3,19,37,27,25,29,19,18,16,17,183,142,82,44,24,8,7,4,0,1,140,100,54,47,29,18,10,10,12,8,0
0,0,0,0,1,0,0,1,1,1,199,130,76,50,17,16,5,3,0,0,128,109,73,33,27,19,9,12,7,6,0
3,10,30,38,31,23,24,16,16,19,180,136,71,53,26,21,3,3,1,0,160,87,60,47,17,22,10,16,16,3,0
0,0,0,0,0,0,0,0,1,2,171,128,82,57,29,14,9,4,3,1,116,98,84,50,26,17,11,16,8,12,0
6,21,22,28,30,30,22,22,17,19,204,119,79,42,24,10,8,2,3,0,161,84,58,41,28,18,12,15,11,9,0
0,0,0,0,0,1,1,1,2,2,180,137,77,57,23,14,6,1,1,0,107,110,74,44,28,21,21,11,19,4,0
2,17,27,31,34,28,17,18,26,11,177,146,86,48,18,8,5,2,1,5,157,92,57,48,19,13,11,17,8,8,0
0,0,0,0,0,0,1,1,1,0,152,144,90,48,29,20,8,4,1,0,114,115,74,32,35,23,13,9,7,9,0
5,20,37,29,19,21,19,23,15,15,189,131,82,47,23,9,7,4,5,0,150,90,56,45,29,13,14,8,13,14,0
0,0,0,0,0,1,2,2,2,0,182,127,101,45,22,12,4,2,3,0,126,91,68,48,27,32,12,14,8,9,0
3,10,32,28,40,22,22,11,17,16,176,138,67,58,24,17,3,9,2,1,145,99,58,40,27,21,11,8,8,9,0
0,0,0,0,0,1,0,1,2,0,188,131,76,41,30,17,8,6,0,1,128,90,73,45,32,23,14,13,12,8,0
5,19,32,30,29,20,25,22,17,10,211,121,72,36,24,17,6,2,3,2,173,91,57,35,23,17,20,13,7,8,0
0,0,0,1,1,0,1,2,2,0,202,120,84,46,24,13,7,0,1,0,117,104,72,38,22,23,13,15,18,10,0
1,23,27,31,31,25,13,15,13,19,210,120,78,46,17,14,7,1,1,0,140,92,79,33,24,25,12,15,7,7,0
0,0,0,0,0,0,1,1,5,2,194,131,74,46,28,14,8,0,2,1,115,115,73,38,32,19,15,7,11,4,0
2,22,28,35,25,25,22,19,15,16,185,136,91,38,17,15,8,1,2,1,157,90,58,38,23,17,12,12,10,11,0
0,0,0,0,0,3,1,2,1,4,186,152,71,41,22,13,5,5,1,1,109,123,77,34,25,25,11,7,11,9,0
3,13,39,25,26,27,26,16,15,15,199,140,57,50,27,9,4,4,2,2,134,118,51,45,31,18,9,9,7,13,0
1,0,0,1,0,0,1,2,2,1,176,128,81,47,33,14,9,4,3,1,112,109,68,48,29,21,17,16,8,8,0
52,98,84,84,64,54,30,20,6,7,498,1,1,0,0,0,0,0,0,0,376,73,23,10,9,7,2,0,0,0,0
98,120,105,71,33,24,15,14,14,5,499,1,0,0,0,0,0,0,0,0,374,83,11,17,6,4,4,1,0,0,0
48,87,51,94,69,56,34,25,13,9,481,7,0,0,0,0,0,0,1,0,374,78,20,9,5,3,5,0,0,0,0
77,120,101,81,34,25,17,21,12,9,498,2,0,0,0,0,0,0,0,0,338,114,26,7,6,4,5,0,0,0,0
53,95,85,79,73,45,35,14,11,5,495,1,3,0,0,0,0,0,0,0,376,80,15,8,9,6,4,2,0,0,0
92,124,110,68,35,19,18,17,9,7,499,0,1,0,0,0,0,0,0,0,372,78,25,7,5,4,7,1,1,0,0
65,65,77,80,76,61,32,17,8,14,498,2,0,0,0,0,0,0,0,0,364,79,26,8,7,10,5,1,0,0,0
82,115,105,80,34,20,16,24,15,5,496,3,1,0,0,0,0,0,0,0,341,87,32,15,11,9,5,0,0,0,0
53,96,91,79,66,51,35,13,9,4,497,2,1,0,0,0,0,0,0,0,362,86,22,8,7,7,6,1,1,0,0
91,126,112,64,30,25,15,16,13,7,499,1,0,0,0,0,0,0,0,0,369,69,27,15,11,5,1,3,0,0,0
59,81,64,95,64,53,40,19,13,10,498,2,0,0,0,0,0,0,0,0,367,75,27,16,5,3,7,0,0,0,0
75,115,111,66,49,20,20,13,17,9,500,0,0,0,0,0,0,0,0,0,374,77,24,5,5,5,8,2,0,0,0
53,99,78,99,60,44,41,11,8,5,495,2,3,0,0,0,0,0,0,0,358,74,33,11,13,2,6,1,2,0,0
95,117,108,68,37,18,19,15,15,7,498,2,0,0,0,0,0,0,0,0,360,77,33,9,10,6,4,0,0,1,0
60,82,69,78,80,44,39,23,12,11,500,0,0,0,0,0,0,0,0,0,365,77,31,10,10,2,1,4,0,0,0
77,110,105,88,35,21,19,18,14,12,498,1,1,0,0,0,0,0,0,0,366,82,22,10,7,2,7,4,0,0,0
56,102,81,85,63,50,36,12,10,3,498,2,0,0,0,0,0,0,0,0,373,71,21,14,10,5,4,1,0,1,0
94,129,100,69,32,18,18,17,16,6,499,1,0,0,0,0,0,0,0,0,365,77,29,9,8,7,4,1,0,0,0
58,83,65,89,74,52,34,21,14,9,499,1,0,0,0,0,0,0,0,0,372,72,25,11,8,7,4,1,0,0,0
73,115,112,75,35,28,16,16,21,5,499,1,0,0,0,0,0,0,0,0,345,88,38,8,5,6,4,3,3,0,0
60,89,97,76,68,53,28,15,7,3,499,1,0,0,0,0,0,0,0,0,351,92,30,8,6,5,6,2,0,0,0
87,125,109,62,43,20,13,22,13,5,498,2,0,0,0,0,0,0,0,0,379,63,28,10,10,2,3,2,3,0,0
54,89,75,85,65,50,37,23,13,7,498,2,0,0,0,0,0,0,0,0,357,85,27,12,8,3,4,2,1,1,0
68,120,105,74,47,19,20,16,19,8,499,1,0,0,0,0,0,0,0,0,360,84,28,6,9,8,4,1,0,0,0
67,95,86,84,58,45,38,16,7,3,497,2,1,0,0,0,0,0,0,0,350,80,38,12,5,7,5,2,1,0,0
91,117,103,74,34,25,14,23,14,4,500,0,0,0,0,0,0,0,0,0,369,79,25,8,6,8,4,0,1,0,0
64,81,71,76,77,59,33,20,8,8,499,1,0,0,0,0,0,0,0,0,366,87,19,11,7,4,5,1,0,0,0
69,126,98,73,45,20,25,14,18,9,500,0,0,0,0,0,0,0,0,0,363,82,22,12,7,6,5,3,0,0,0
58,98,83,94,66,43,31,14,11,1,495,4,1,0,0,0,0,0,0,0,381,76,11,9,10,3,8,1,1,0,0
92,110,122,65,34,22,19,13,16,5,499,1,0,0,0,0,0,0,0,0,363,85,23,12,6,3,6,2,0,0,0
56,96,63,77,79,52,38,19,8,10,498,1,1,0,0,0,0,0,0,0,363,82,21,15,8,4,5,2,0,0,0
73,104,111,90,32,17,21,20,15,12,499,1,0,0,0,0,0,0,0,0,384,70,19,8,7,5,6,1,0,0,0
57,109,82,76,69,47,29,19,5,2,497,3,0,0,0,0,0,0,0,0,367,77,27,6,10,6,4,2,1,0,0
81,114,125,61,37,24,15,20,18,5,498,1,1,0,0,0,0,0,0,0,366,81,21,12,10,6,2,2,0,0,0
66,87,66,82,73,53,27,27,7,10,497,3,0,0,0,0,0,0,0,0,355,84,28,11,12,2,6,0,2,0,0
65,119,105,73,50,18,24,11,20,13,499,1,0,0,0,0,0,0,0,0,350,84,31,14,7,8,2,3,1,0,0
66,97,86,84,59,56,23,15,7,4,499,1,0,0,0,0,0,0,0,0,356,74,40,10,7,9,4,0,0,0,0
87,118,109,68,38,19,18,23,12,6,499,1,0,0,0,0,0,0,0,0,345,95,35,7,5,7,5,1,0,0,0
56,93,74,79,74,48,39,15,13,6,499,1,0,0,0,0,0,0,0,0,367,72,31,12,7,4,4,3,0,0,0
64,125,98,82,44,24,14,15,17,10,499,1,0,0,0,0,0,0,0,0,367,81,25,10,4,6,3,3,0,1,0
65,102,77,87,64,54,23,15,7,2,496,3,1,0,0,0,0,0,0,0,373,80,24,8,3,4,2,6,0,0,0
85,114,107,80,37,17,22,18,12,6,497,2,1,0,0,0,0,0,0,0,368,71,36,9,1,10,2,3,0,0,0
65,93,66,75,78,44,40,20,10,5,494,5,1,0,0,0,0,0,0,0,360,82,28,10,6,6,6,2,0,0,0
66,107,111,78,48,19,20,19,14,15,500,0,0,0,0,0,0,0,0,0,385,63,25,8,6,7,5,1,0,0,0
66,103,79,89,64,38,33,18,4,4,497,2,1,0,0,0,0,0,0,0,370,70,32,9,5,7,5,2,0,0,0
78,131,98,77,34,22,15,21,13,9,498,1,1,0,0,0,0,0,0,0,372,78,18,13,5,11,3,0,0,0,0
72,86,62,85,70,44,45,17,9,6,499,1,0,0,0,0,0,0,0,0,377,60,32,10,9,3,9,0,0,0,0
54,118,109,78,44,25,23,14,14,18,499,1,0,0,0,0,0,0,0,0,360,70,31,15,12,6,4,2,0,0,0
74,88,93,76,62,48,32,13,7,5,500,0,0,0,0,0,0,0,0,0,358,78,41,5,6,5,4,1,2,0,0
80,118,107,84,26,24,20,20,12,6,499,1,0,0,0,0,0,0,0,0,352,78,39,12,8,5,3,2,1,0,0
71,82,75,72,77,51,32,16,19,4,498,2,0,0,0,0,0,0,0,0,377,67,25,11,7,9,3,1,0,0,0
63,108,113,70,46,27,21,20,19,11,498,1,1,0,0,0,0,0,0,0,339,91,35,17,3,7,6,0,2,0,0
65,107,89,70,62,48,37,14,3,3,497,3,0,0,0,0,0,0,0,0,377,73,18,13,6,7,5,1,0,0,0
69,124,117,68,41,18,24,12,18,5,498,2,0,0,0,0,0,0,0,0,375,70,29,8,4,9,3,1,1,0,0
75,84,62,81,75,46,40,20,10,4,498,2,0,0,0,0,0,0,0,0,377,64,24,14,11,1,6,0,2,1,0
58,113,112,81,37,27,15,23,18,11,497,2,1,0,0,0,0,0,0,0,373,75,26,5,5,7,4,5,0,0,0
0,8,10,15,12,15,14,19,22,15,161,117,87,59,28,25,10,4,2,2,147,95,66,32,27,34,15,14,8,4,0
4,22,35,49,46,43,42,43,22,27,165,109,99,48,34,23,9,2,0,5,160,80,60,40,36,16,21,10,12,8,0
1,5,7,15,14,14,19,21,21,18,155,110,79,66,39,22,8,7,4,2,135,93,71,35,29,28,18,14,18,5,0
2,25,48,43,48,33,46,41,35,24,142,124,93,54,41,19,10,9,2,2,159,104,67,28,23,15,19,11,15,6,0
0,4,8,8,12,22,16,18,20,19,144,129,78,59,35,25,10,6,2,3,156,93,55,36,24,20,19,14,11,9,0
6,22,46,43,36,47,42,38,27,31,145,122,73,72,42,32,7,1,2,2,131,105,58,48,26,14,22,14,10,5,0
0,1,8,13,18,16,17,24,23,21,151,126,79,55,31,18,13,12,4,2,131,108,73,38,31,10,10,16,8,10,0
7,24,44,51,42,51,28,46,30,19,151,118,92,55,32,20,14,6,4,3,153,97,58,36,27,25,17,12,16,15,0
1,5,7,12,13,11,18,21,22,17,146,127,95,59,24,19,15,7,1,2,137,99,59,43,37,30,18,16,7,4,0
6,24,37,42,37,53,38,40,32,25,152,127,86,50,40,22,9,6,2,2,124,92,68,42,36,30,20,16,15,5,0
0,4,10,10,10,20,22,16,26,20,161,119,77,53,28,23,20,6,3,4,138,111,54,36,26,25,16,10,17,12,0
10,26,39,49,50,41,40,27,30,26,154,109,87,57,34,17,21,7,3,3,154,105,52,30,32,22,15,23,17,6,0
1,3,5,12,13,17,19,19,21,18,128,132,86,66,37,22,11,3,2,5,151,100,63,34,24,18,12,15,14,14,0
6,31,26,38,53,47,44,47,22,26,143,132,89,54,38,18,13,3,4,2,142,88,65,35,37,29,14,16,8,10,0
1,4,10,9,19,18,20,21,25,29,138,97,97,70,48,20,10,7,5,2,131,92,62,44,28,30,26,11,12,12,0
9,20,48,39,52,33,48,41,22,24,139,127,87,50,44,24,12,7,4,0,155,91,67,36,19,21,20,10,12,13,0
1,5,9,9,12,18,17,20,18,17,143,113,91,61,31,22,16,11,3,3,144,92,72,50,23,23,15,10,10,11,0
5,24,44,45,40,42,47,37,34,24,167,114,72,64,34,19,15,7,1,2,128,109,64,41,27,23,20,7,14,11,0
2,6,5,16,16,16,17,16,21,15,148,123,83,58,37,19,12,8,6,0,149,81,65,46,34,19,21,10,9,9,0
5,25,46,41,46,49,35,30,28,23,141,128,88,60,30,25,11,6,3,5,152,100,63,32,30,14,15,17,9,14,0
2,5,7,9,13,18,18,20,17,21,168,116,63,63,50,19,7,6,4,0,143,97,57,51,32,14,20,10,11,7,0
5,25,41,55,45,38,38,31,31,22,171,116,75,53,34,23,11,10,0,4,131,99,59,38,36,23,14,15,13,12,0
1,9,8,10,13,19,16,15,21,23,148,112,85,76,29,17,14,7,6,2,126,100,67,47,21,30,23,16,13,8,0
5,24,36,44,50,43,53,34,35,19,138,115,94,59,35,32,11,6,0,5,144,108,53,44,27,21,21,18,9,10,0
2,1,8,9,16,13,15,19,15,27,133,132,77,65,43,22,8,10,1,0,143,98,70,40,28,24,14,18,9,9,0
3,23,43,47,53,33,41,37,33,21,154,114,107,56,26,18,10,6,3,3,130,87,57,50,43,19,21,18,9,13,0
0,4,6,22,14,12,19,20,19,19,139,121,86,68,30,22,14,6,8,1,138,103,63,46,25,15,19,14,15,10,0
6,22,42,61,41,31,42,35,32,19,142,124,81,57,36,24,18,10,2,1,144,92,55,52,28,15,18,7,13,21,0
1,0,6,9,18,16,16,24,14,17,152,108,88,63,38,22,11,6,3,1,144,107,56,44,22,17,19,13,10,13,0
7,16,37,59,44,35,40,38,27,27,162,120,86,56,38,15,12,5,3,0,137,96,50,41,37,22,17,21,11,16,0
0,3,10,5,18,17,19,25,18,21,120,143,82,60,34,27,13,7,2,3,153,83,73,45,23,19,13,11,13,14,0
9,24,42,45,47,53,35,37,22,26,145,113,101,60,39,22,8,3,3,2,155,113,45,41,26,17,18,12,11,6,0
0,2,7,22,11,14,16,13,20,17,145,135,81,48,38,32,6,6,4,1,156,86,56,41,35,16,17,14,9,15,0
5,23,40,42,51,52,29,37,29,29,152,130,92,65,22,20,4,7,3,3,126,100,60,48,26,27,22,13,9,14,0
0,7,7,10,19,16,15,22,22,20,145,128,86,53,32,24,8,9,5,0,144,101,56,58,22,13,13,15,12,12,0
5,28,48,40,42,43,43,30,30,25,173,97,81,51,44,28,14,1,4,2,149,100,61,38,27,18,12,14,15,14,0
1,5,8,11,10,11,14,23,15,20,148,126,95,56,33,21,6,3,2,4,127,117,53,35,29,16,25,16,19,8,0
5,27,43,45,43,41,41,34,30,26,159,125,85,54,29,25,5,7,6,2,135,85,60,41,32,31,17,16,19,14,0
1,3,10,8,20,14,20,20,12,17,147,109,86,77,33,17,13,10,2,1,137,112,61,37,31,17,15,12,18,12,0
6,26,40,48,47,45,35,31,25,25,149,122,75,50,44,24,20,4,4,3,151,102,58,37,24,22,11,15,20,14,0
0,4,8,17,6,14,19,14,22,21,137,135,85,58,26,25,13,8,2,0,122,113,59,38,32,30,20,15,11,11,0
9,22,43,41,49,46,31,30,32,35,163,113,87,55,29,24,17,5,3,1,160,86,55,41,25,21,24,17,9,8,0
0,4,6,12,15,19,11,18,26,27,151,110,95,60,31,27,9,6,2,1,140,102,66,37,20,25,17,9,13,8,0
6,23,40,58,52,50,33,25,27,30,156,102,83,64,49,23,9,4,4,1,161,99,48,34,30,29,23,7,7,9,0
1,7,10,4,14,12,22,14,19,22,158,132,83,55,30,13,11,9,2,2,134,106,71,36,29,26,14,11,7,8,0
4,24,32,49,46,49,35,39,32,24,151,107,91,56,41,23,17,7,3,2,133,94,65,35,39,23,23,13,8,10,0
0,3,11,10,10,23,10,23,17,31,147,126,87,59,28,21,10,6,7,3,152,102,66,29,22,18,18,19,13,12,0
9,21,53,41,48,44,23,41,33,25,127,130,99,67,28,20,12,6,3,2,157,95,49,46,31,19,12,17,9,12,0
1,2,9,10,17,9,14,18,15,28,150,111,101,62,34,20,12,3,1,1,148,87,74,34,35,26,7,14,16,7,0
6,24,38,43,46,43,39,36,37,27,139,130,89,60,45,13,9,7,1,1,126,102,64,31,40,25,19,22,10,8,0
0,2,9,19,10,18,13,21,22,22,137,115,87,63,35,21,13,18,2,2,139,97,61,40,33,19,22,14,12,11,0
5,19,49,63,44,34,37,39,37,18,148,114,84,59,42,25,12,11,1,1,146,101,64,37,26,14,18,9,15,9,0
1,2,6,10,9,16,22,19,13,24,160,119,94,48,25,20,13,6,7,2,122,117,67,40,24,17,18,17,11,14,0
6,23,35,52,50,45,34,22,31,37,151,126,87,65,32,15,14,4,2,4,134,92,64,40,34,27,16,12,13,6,0
