f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
271,129,39,30,22,7,6,4,7,271,129,39,30,22,7,271,129,39,30,1
113,26,12,7,3,3,2,1,0,113,26,12,7,3,3,113,26,12,7,1
201,91,39,21,16,10,2,4,2,201,91,39,21,16,10,201,91,39,21,1
325,150,93,53,28,17,17,15,7,325,150,93,53,28,17,325,150,93,53,1
237,109,47,24,16,10,9,6,4,237,109,47,24,16,10,237,109,47,24,1
90,22,6,6,3,2,3,0,0,90,22,6,6,3,2,90,22,6,6,1
207,112,66,41,24,22,15,13,9,207,112,66,41,24,22,207,112,66,41,1
7,2,0,1,0,0,0,0,0,7,2,0,1,0,0,7,2,0,1,1
149,51,31,14,9,4,4,2,8,149,51,31,14,9,4,149,51,31,14,1
16,6,2,1,3,3,2,1,0,16,6,2,1,3,3,16,6,2,1,1
152,54,32,16,1,3,5,1,2,152,54,32,16,1,3,152,54,32,16,1
229,166,88,65,34,39,34,28,26,229,166,88,65,34,39,229,166,88,65,1
235,123,77,37,18,14,9,8,5,235,123,77,37,18,14,235,123,77,37,1
210,60,13,6,3,3,0,0,1,210,60,13,6,3,3,210,60,13,6,1
178,83,44,28,13,13,11,13,9,178,83,44,28,13,13,178,83,44,28,1
224,159,129,78,41,33,31,41,23,224,159,129,78,41,33,224,159,129,78,1
265,116,60,24,22,12,9,7,4,265,116,60,24,22,12,265,116,60,24,1
149,35,11,6,3,3,0,0,0,149,35,11,6,3,3,149,35,11,6,1
248,98,59,21,15,8,6,5,2,248,98,59,21,15,8,248,98,59,21,1
274,140,76,40,31,19,18,14,14,274,140,76,40,31,19,274,140,76,40,1
236,94,58,24,21,16,12,6,4,236,94,58,24,21,16,236,94,58,24,1
121,28,10,5,1,3,1,0,0,121,28,10,5,1,3,121,28,10,5,1
266,91,69,32,9,10,5,4,2,266,91,69,32,9,10,266,91,69,32,1
287,183,83,46,29,26,12,13,4,287,183,83,46,29,26,287,183,83,46,1
202,90,56,15,8,12,4,4,2,202,90,56,15,8,12,202,90,56,15,1
163,47,9,2,1,1,2,0,0,163,47,9,2,1,1,163,47,9,2,1
153,58,22,16,9,3,2,3,1,153,58,22,16,9,3,153,58,22,16,1
253,140,59,56,24,24,22,33,20,253,140,59,56,24,24,253,140,59,56,1
224,90,70,41,14,17,15,9,9,224,90,70,41,14,17,224,90,70,41,1
104,45,11,4,1,3,0,0,0,104,45,11,4,1,3,104,45,11,4,1
247,134,53,27,10,9,5,8,2,247,134,53,27,10,9,247,134,53,27,1
255,172,130,62,36,30,21,25,15,255,172,130,62,36,30,255,172,130,62,1
239,102,70,38,24,9,11,12,14,239,102,70,38,24,9,239,102,70,38,1
132,49,13,16,7,1,0,0,1,132,49,13,16,7,1,132,49,13,16,1
93,50,21,12,6,3,2,4,2,93,50,21,12,6,3,93,50,21,12,1
317,114,67,37,33,15,12,17,7,317,114,67,37,33,15,317,114,67,37,1
247,96,52,25,11,11,9,13,10,247,96,52,25,11,11,247,96,52,25,1
149,25,3,1,0,1,0,0,1,149,25,3,1,0,1,149,25,3,1,1
266,113,47,36,15,4,6,3,5,266,113,47,36,15,4,266,113,47,36,1
257,169,104,51,44,36,33,15,14,257,169,104,51,44,36,257,169,104,51,1
226,109,61,37,20,12,14,3,10,226,109,61,37,20,12,226,109,61,37,1
129,52,18,7,3,1,0,2,1,129,52,18,7,3,1,129,52,18,7,1
206,115,59,37,31,18,7,11,5,206,115,59,37,31,18,206,115,59,37,1
281,140,83,49,40,15,19,11,11,281,140,83,49,40,15,281,140,83,49,1
270,101,63,22,15,14,10,6,4,270,101,63,22,15,14,270,101,63,22,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
19,8,7,2,2,1,0,3,3,19,8,7,2,2,1,19,8,7,2,1
18,5,2,2,2,1,0,1,1,18,5,2,2,2,1,18,5,2,2,1
4,1,1,1,0,0,0,0,0,4,1,1,1,0,0,4,1,1,1,1
219,30,3,2,3,1,0,0,0,219,30,3,2,3,1,219,30,3,2,1
169,57,9,2,3,3,0,0,1,169,57,9,2,3,3,169,57,9,2,1
182,79,34,13,5,5,3,2,0,182,79,34,13,5,5,182,79,34,13,1
51,16,9,8,6,1,0,1,0,51,16,9,8,6,1,51,16,9,8,1
175,50,25,5,4,7,7,2,1,175,50,25,5,4,7,175,50,25,5,1
115,29,15,3,4,0,5,1,0,115,29,15,3,4,0,115,29,15,3,1
94,39,21,13,7,5,3,1,0,94,39,21,13,7,5,94,39,21,13,1
59,18,12,7,2,1,0,0,0,59,18,12,7,2,1,59,18,12,7,1
149,28,17,7,9,2,2,2,1,149,28,17,7,9,2,149,28,17,7,1
109,22,16,6,4,2,0,1,0,109,22,16,6,4,2,109,22,16,6,1
141,52,20,10,6,3,1,1,1,141,52,20,10,6,3,141,52,20,10,1
129,16,8,8,5,4,1,0,0,129,16,8,8,5,4,129,16,8,8,1
84,37,15,9,5,1,0,0,1,84,37,15,9,5,1,84,37,15,9,1
85,24,9,3,1,0,1,0,0,85,24,9,3,1,0,85,24,9,3,1
34,18,4,7,0,2,1,1,0,34,18,4,7,0,2,34,18,4,7,1
29,8,5,1,1,0,0,1,0,29,8,5,1,1,0,29,8,5,1,1
111,19,14,12,6,6,2,1,0,111,19,14,12,6,6,111,19,14,12,1
76,26,13,4,2,2,1,1,0,76,26,13,4,2,2,76,26,13,4,1
94,45,32,11,7,2,1,1,1,94,45,32,11,7,2,94,45,32,11,1
42,4,6,2,0,1,0,1,0,42,4,6,2,0,1,42,4,6,2,1
145,37,27,10,4,4,1,0,0,145,37,27,10,4,4,145,37,27,10,1
200,42,12,7,3,3,5,1,0,200,42,12,7,3,3,200,42,12,7,1
102,44,19,13,10,6,8,3,1,102,44,19,13,10,6,102,44,19,13,1
52,21,10,4,2,2,2,1,0,52,21,10,4,2,2,52,21,10,4,1
86,33,21,15,7,4,2,1,1,86,33,21,15,7,4,86,33,21,15,1
81,30,13,4,0,0,0,0,0,81,30,13,4,0,0,81,30,13,4,1
97,38,26,19,12,5,3,0,0,97,38,26,19,12,5,97,38,26,19,1
59,26,13,8,2,2,1,1,0,59,26,13,8,2,2,59,26,13,8,1
108,34,20,19,7,5,3,0,2,108,34,20,19,7,5,108,34,20,19,1
101,34,11,6,2,4,3,0,0,101,34,11,6,2,4,101,34,11,6,1
78,48,26,8,8,4,1,3,0,78,48,26,8,8,4,78,48,26,8,1
54,17,16,4,3,0,0,0,0,54,17,16,4,3,0,54,17,16,4,1
98,36,20,9,2,4,6,0,0,98,36,20,9,2,4,98,36,20,9,1
68,29,12,2,1,0,2,0,0,68,29,12,2,1,0,68,29,12,2,1
118,48,20,19,5,4,3,2,1,118,48,20,19,5,4,118,48,20,19,1
56,19,10,3,2,2,0,0,0,56,19,10,3,2,2,56,19,10,3,1
93,25,11,12,7,4,3,2,1,93,25,11,12,7,4,93,25,11,12,1
97,5,2,1,0,0,0,0,0,97,5,2,1,0,0,97,5,2,1,1
53,32,13,9,8,1,2,0,1,53,32,13,9,8,1,53,32,13,9,1
49,24,8,6,3,0,1,0,0,49,24,8,6,3,0,49,24,8,6,1
111,37,9,12,3,5,0,1,0,111,37,9,12,3,5,111,37,9,12,1
69,12,9,0,1,2,1,1,0,69,12,9,0,1,2,69,12,9,0,1
35,18,6,2,1,1,1,0,0,35,18,6,2,1,1,35,18,6,2,1
34,15,14,5,1,1,0,0,0,34,15,14,5,1,1,34,15,14,5,1
119,24,12,2,3,0,0,2,0,119,24,12,2,3,0,119,24,12,2,1
151,29,8,4,0,1,0,1,1,151,29,8,4,0,1,151,29,8,4,1
49,21,12,12,4,1,1,1,0,49,21,12,12,4,1,49,21,12,12,1
55,22,8,4,0,2,0,0,0,55,22,8,4,0,2,55,22,8,4,1
91,35,17,5,1,0,2,0,0,91,35,17,5,1,0,91,35,17,5,1
141,35,8,9,4,1,0,0,1,141,35,8,9,4,1,141,35,8,9,1
219,75,25,19,8,5,2,2,0,219,75,25,19,8,5,219,75,25,19,1
146,43,28,11,4,0,5,2,2,146,43,28,11,4,0,146,43,28,11,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
27,7,1,1,1,1,3,5,6,27,7,1,1,1,1,27,7,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9,3,0,1,0,1,0,0,0,9,3,0,1,0,1,9,3,0,1,1
267,42,6,2,2,0,0,0,0,267,42,6,2,2,0,267,42,6,2,1
197,90,54,14,14,5,2,2,1,197,90,54,14,14,5,197,90,54,14,1
224,41,18,5,3,0,0,1,0,224,41,18,5,3,0,224,41,18,5,1
198,60,35,15,5,3,1,1,0,198,60,35,15,5,3,198,60,35,15,1
62,11,3,0,0,0,0,0,0,62,11,3,0,0,0,62,11,3,0,1
154,56,26,18,13,5,2,1,2,154,56,26,18,13,5,154,56,26,18,1
30,8,6,5,4,2,1,1,0,30,8,6,5,4,2,30,8,6,5,1
137,39,30,24,5,6,3,2,1,137,39,30,24,5,6,137,39,30,24,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
109,42,21,23,8,3,0,0,0,109,42,21,23,8,3,109,42,21,23,1
22,0,2,2,0,0,0,0,0,22,0,2,2,0,0,22,0,2,2,1
150,70,25,18,6,8,1,1,3,150,70,25,18,6,8,150,70,25,18,1
23,4,3,3,0,0,0,0,0,23,4,3,3,0,0,23,4,3,3,1
117,58,35,22,10,6,3,4,2,117,58,35,22,10,6,117,58,35,22,1
161,23,10,1,0,0,1,0,0,161,23,10,1,0,0,161,23,10,1,1
142,49,35,15,9,4,0,1,0,142,49,35,15,9,4,142,49,35,15,1
20,11,10,4,8,2,0,0,0,20,11,10,4,8,2,20,11,10,4,1
107,32,18,10,3,1,1,0,0,107,32,18,10,3,1,107,32,18,10,1
41,2,0,1,0,0,0,0,0,41,2,0,1,0,0,41,2,0,1,1
131,31,24,21,7,3,2,2,0,131,31,24,21,7,3,131,31,24,21,1
34,6,2,0,0,0,0,0,0,34,6,2,0,0,0,34,6,2,0,1
125,45,22,8,8,2,3,0,3,125,45,22,8,8,2,125,45,22,8,1
141,7,1,1,0,0,0,0,0,141,7,1,1,0,0,141,7,1,1,1
179,58,37,12,13,6,2,2,1,179,58,37,12,13,6,179,58,37,12,1
277,94,29,15,2,2,4,2,1,277,94,29,15,2,2,277,94,29,15,1
192,79,32,16,16,9,9,5,1,192,79,32,16,16,9,192,79,32,16,1
72,13,8,0,0,2,1,0,0,72,13,8,0,0,2,72,13,8,0,1
136,45,37,26,12,5,5,3,1,136,45,37,26,12,5,136,45,37,26,1
47,15,13,7,1,2,1,0,0,47,15,13,7,1,2,47,15,13,7,1
112,46,29,25,10,6,3,0,5,112,46,29,25,10,6,112,46,29,25,1
108,7,1,3,0,0,0,0,0,108,7,1,3,0,0,108,7,1,3,1
172,47,20,14,5,2,2,2,0,172,47,20,14,5,2,172,47,20,14,1
23,7,3,0,1,0,0,1,0,23,7,3,0,1,0,23,7,3,0,1
122,59,20,18,13,5,4,1,2,122,59,20,18,13,5,122,59,20,18,1
40,2,0,1,0,0,0,0,0,40,2,0,1,0,0,40,2,0,1,1
188,62,29,10,8,2,3,0,0,188,62,29,10,8,2,188,62,29,10,1
34,17,10,6,4,2,0,2,1,34,17,10,6,4,2,34,17,10,6,1
105,49,25,19,8,8,0,0,2,105,49,25,19,8,8,105,49,25,19,1
105,13,4,2,0,0,0,0,0,105,13,4,2,0,0,105,13,4,2,1
196,59,32,18,11,6,4,0,2,196,59,32,18,11,6,196,59,32,18,1
8,3,3,0,0,0,0,0,0,8,3,3,0,0,0,8,3,3,0,1
122,59,24,24,16,7,4,1,1,122,59,24,24,16,7,122,59,24,24,1
247,51,20,7,4,4,3,0,1,247,51,20,7,4,4,247,51,20,7,1
197,73,29,18,7,4,5,1,2,197,73,29,18,7,4,197,73,29,18,1
193,34,9,5,1,1,0,0,0,193,34,9,5,1,1,193,34,9,5,1
191,60,31,24,18,2,3,2,2,191,60,31,24,18,2,191,60,31,24,1
27,1,0,0,1,0,0,0,0,27,1,0,0,1,0,27,1,0,0,1
136,49,26,16,3,8,2,2,1,136,49,26,16,3,8,136,49,26,16,1
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1
134,40,25,12,6,4,6,1,1,134,40,25,12,6,4,134,40,25,12,1
142,18,8,0,0,0,0,0,0,142,18,8,0,0,0,142,18,8,0,1
219,58,28,18,11,5,2,3,2,219,58,28,18,11,5,219,58,28,18,1
3,0,1,1,1,0,0,0,0,3,0,1,1,1,0,3,0,1,1,1
5,2,2,2,0,1,0,1,0,5,2,2,2,0,1,5,2,2,2,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,4,2,0,0,0,0,1,0,4,4,2,0,0,0,4,4,2,0,1
257,57,9,3,1,0,0,0,0,257,57,9,3,1,0,257,57,9,3,1
206,88,46,18,16,6,3,0,0,206,88,46,18,16,6,206,88,46,18,1
33,8,2,1,2,0,0,0,2,33,8,2,1,2,0,33,8,2,1,1
120,51,21,17,5,4,3,1,1,120,51,21,17,5,4,120,51,21,17,1
4,0,1,2,0,0,0,0,0,4,0,1,2,0,0,4,0,1,2,1
130,49,18,12,10,7,4,1,1,130,49,18,12,10,7,130,49,18,12,1
67,6,5,1,0,0,0,0,0,67,6,5,1,0,0,67,6,5,1,1
108,40,24,7,7,6,2,2,0,108,40,24,7,7,6,108,40,24,7,1
58,2,0,1,0,0,0,0,0,58,2,0,1,0,0,58,2,0,1,1
167,47,32,16,9,2,3,2,0,167,47,32,16,9,2,167,47,32,16,1
52,10,0,1,0,0,0,0,0,52,10,0,1,0,0,52,10,0,1,1
139,54,30,12,7,5,0,1,1,139,54,30,12,7,5,139,54,30,12,1
91,8,2,0,0,0,0,0,0,91,8,2,0,0,0,91,8,2,0,1
161,52,34,22,13,6,2,1,2,161,52,34,22,13,6,161,52,34,22,1
44,9,11,5,4,1,0,0,1,44,9,11,5,4,1,44,9,11,5,1
137,55,34,20,8,7,1,4,0,137,55,34,20,8,7,137,55,34,20,1
106,8,0,0,0,0,0,0,0,106,8,0,0,0,0,106,8,0,0,1
196,76,38,18,10,8,2,6,1,196,76,38,18,10,8,196,76,38,18,1
20,6,4,2,0,0,0,0,0,20,6,4,2,0,0,20,6,4,2,1
125,45,16,7,5,5,3,1,1,125,45,16,7,5,5,125,45,16,7,1
40,1,1,0,0,0,0,0,0,40,1,1,0,0,0,40,1,1,0,1
173,57,29,13,10,7,1,3,2,173,57,29,13,10,7,173,57,29,13,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
130,55,41,19,16,7,4,4,3,130,55,41,19,16,7,130,55,41,19,1
67,18,5,4,1,2,0,2,1,67,18,5,4,1,2,67,18,5,4,1
184,68,32,23,21,4,5,2,1,184,68,32,23,21,4,184,68,32,23,1
66,12,5,2,1,0,1,0,1,66,12,5,2,1,0,66,12,5,2,1
170,69,33,22,13,5,4,7,2,170,69,33,22,13,5,170,69,33,22,1
55,8,4,0,0,0,0,0,0,55,8,4,0,0,0,55,8,4,0,1
190,88,24,26,12,9,5,3,2,190,88,24,26,12,9,190,88,24,26,1
66,10,6,2,0,0,0,0,0,66,10,6,2,0,0,66,10,6,2,1
142,60,32,19,7,6,6,1,1,142,60,32,19,7,6,142,60,32,19,1
77,7,1,0,1,0,0,0,0,77,7,1,0,1,0,77,7,1,0,1
148,59,22,14,8,6,4,0,0,148,59,22,14,8,6,148,59,22,14,1
3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,1
102,62,32,16,10,2,7,1,3,102,62,32,16,10,2,102,62,32,16,1
71,7,1,0,0,0,0,0,0,71,7,1,0,0,0,71,7,1,0,1
117,61,28,16,12,8,7,1,1,117,61,28,16,12,8,117,61,28,16,1
4,3,3,1,1,1,0,0,0,4,3,3,1,1,1,4,3,3,1,1
94,37,17,8,3,3,2,1,1,94,37,17,8,3,3,94,37,17,8,1
23,2,0,0,0,0,0,0,0,23,2,0,0,0,0,23,2,0,0,1
137,35,14,8,7,2,1,0,1,137,35,14,8,7,2,137,35,14,8,1
11,1,1,0,0,0,0,0,0,11,1,1,0,0,0,11,1,1,0,1
113,64,34,15,10,4,3,3,3,113,64,34,15,10,4,113,64,34,15,1
286,82,20,10,3,2,0,1,0,286,82,20,10,3,2,286,82,20,10,1
206,73,37,41,14,12,4,5,4,206,73,37,41,14,12,206,73,37,41,1
107,29,25,12,7,4,3,1,1,107,29,25,12,7,4,107,29,25,12,1
135,57,34,24,13,7,6,2,3,135,57,34,24,13,7,135,57,34,24,1
71,13,3,0,0,1,0,0,0,71,13,3,0,0,1,71,13,3,0,1
134,49,38,18,16,4,5,5,2,134,49,38,18,16,4,134,49,38,18,1
34,13,8,7,4,0,2,0,0,34,13,8,7,4,0,34,13,8,7,1
108,53,27,27,8,9,4,1,5,108,53,27,27,8,9,108,53,27,27,1
18,7,4,5,1,2,2,1,2,18,7,4,5,1,2,18,7,4,5,1
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
8,1,0,0,0,0,0,0,0,8,1,0,0,0,0,8,1,0,0,1
298,73,22,5,3,1,1,0,0,298,73,22,5,3,1,298,73,22,5,1
196,76,43,23,14,7,7,2,2,196,76,43,23,14,7,196,76,43,23,1
102,19,8,3,1,0,0,0,0,102,19,8,3,1,0,102,19,8,3,1
148,46,22,14,10,8,2,3,0,148,46,22,14,10,8,148,46,22,14,1
194,40,21,4,5,4,1,0,0,194,40,21,4,5,4,194,40,21,4,1
222,71,36,12,12,5,1,1,0,222,71,36,12,12,5,222,71,36,12,1
27,7,0,0,0,0,0,0,0,27,7,0,0,0,0,27,7,0,0,1
128,72,27,13,11,4,6,3,2,128,72,27,13,11,4,128,72,27,13,1
44,3,0,0,0,0,0,0,0,44,3,0,0,0,0,44,3,0,0,1
180,58,36,20,7,3,4,1,2,180,58,36,20,7,3,180,58,36,20,1
61,7,2,1,0,1,0,0,0,61,7,2,1,0,1,61,7,2,1,1
149,66,19,22,11,6,1,1,1,149,66,19,22,11,6,149,66,19,22,1
64,5,4,1,0,0,0,0,0,64,5,4,1,0,0,64,5,4,1,1
131,50,32,18,9,5,4,2,4,131,50,32,18,9,5,131,50,32,18,1
9,2,0,0,0,0,0,0,0,9,2,0,0,0,0,9,2,0,0,1
139,65,23,18,8,6,5,3,2,139,65,23,18,8,6,139,65,23,18,1
75,8,5,0,1,1,0,0,0,75,8,5,0,1,1,75,8,5,0,1
175,65,38,20,19,8,5,1,1,175,65,38,20,19,8,175,65,38,20,1
3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1
115,27,10,3,3,1,1,0,0,115,27,10,3,3,1,115,27,10,3,1
16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,1
99,33,16,11,6,4,4,1,2,99,33,16,11,6,4,99,33,16,11,1
2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1
96,35,13,10,5,1,1,1,0,96,35,13,10,5,1,96,35,13,10,1
29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,1
139,60,35,14,10,8,2,3,0,139,60,35,14,10,8,139,60,35,14,1
2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,1
137,62,35,17,9,8,4,5,2,137,62,35,17,9,8,137,62,35,17,1
242,52,17,7,3,0,1,1,0,242,52,17,7,3,0,242,52,17,7,1
173,98,35,17,13,8,1,2,2,173,98,35,17,13,8,173,98,35,17,1
4,0,0,1,1,0,0,0,0,4,0,0,1,1,0,4,0,0,1,1
120,61,25,18,9,3,10,3,3,120,61,25,18,9,3,120,61,25,18,1
93,16,6,1,2,2,0,0,1,93,16,6,1,2,2,93,16,6,1,1
219,71,40,25,11,6,10,0,3,219,71,40,25,11,6,219,71,40,25,1
88,32,17,9,11,3,1,1,1,88,32,17,9,11,3,88,32,17,9,1
149,55,39,14,10,6,1,6,1,149,55,39,14,10,6,149,55,39,14,1
161,45,20,10,5,5,2,1,1,161,45,20,10,5,5,161,45,20,10,1
195,69,31,18,12,9,4,10,2,195,69,31,18,12,9,195,69,31,18,1
189,64,31,14,6,10,4,2,3,189,64,31,14,6,10,189,64,31,14,1
191,70,57,25,8,10,4,5,3,191,70,57,25,8,10,191,70,57,25,1
311,99,46,16,5,4,2,0,3,311,99,46,16,5,4,311,99,46,16,1
191,101,45,25,14,15,11,1,3,191,101,45,25,14,15,191,101,45,25,1
53,18,5,7,2,2,1,0,0,53,18,5,7,2,2,53,18,5,7,1
148,58,41,18,8,2,4,2,4,148,58,41,18,8,2,148,58,41,18,1
122,43,9,18,10,4,1,0,1,122,43,9,18,10,4,122,43,9,18,1
163,69,38,25,11,9,4,4,1,163,69,38,25,11,9,163,69,38,25,1
231,43,20,7,3,3,3,1,1,231,43,20,7,3,3,231,43,20,7,1
173,78,49,22,15,6,4,6,4,173,78,49,22,15,6,173,78,49,22,1
117,21,11,11,7,2,2,2,0,117,21,11,11,7,2,117,21,11,11,1
154,55,22,23,11,8,9,3,1,154,55,22,23,11,8,154,55,22,23,1
22,2,2,1,0,0,0,0,0,22,2,2,1,0,0,22,2,2,1,1
136,72,34,26,17,7,7,4,4,136,72,34,26,17,7,136,72,34,26,1
193,56,20,6,5,7,1,1,0,193,56,20,6,5,7,193,56,20,6,1
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
6,0,2,0,1,0,2,0,0,6,0,2,0,1,0,6,0,2,0,1
1,2,1,1,0,0,0,0,0,1,2,1,1,0,0,1,2,1,1,1
24,3,0,0,0,1,0,0,0,24,3,0,0,0,1,24,3,0,0,1
221,26,20,7,2,0,0,0,0,221,26,20,7,2,0,221,26,20,7,1
112,56,20,19,7,1,2,0,0,112,56,20,19,7,1,112,56,20,19,1
49,11,5,1,0,1,0,0,0,49,11,5,1,0,1,49,11,5,1,1
111,54,21,11,10,2,1,0,0,111,54,21,11,10,2,111,54,21,11,1
51,17,7,2,3,4,1,0,0,51,17,7,2,3,4,51,17,7,2,1
171,70,37,16,3,6,2,3,2,171,70,37,16,3,6,171,70,37,16,1
25,2,2,0,0,0,0,0,0,25,2,2,0,0,0,25,2,2,0,1
149,36,20,7,5,2,0,0,0,149,36,20,7,5,2,149,36,20,7,1
156,22,5,3,1,0,0,0,0,156,22,5,3,1,0,156,22,5,3,1
171,75,26,14,7,2,1,1,1,171,75,26,14,7,2,171,75,26,14,1
15,1,2,1,0,0,0,0,0,15,1,2,1,0,0,15,1,2,1,1
197,60,26,15,6,3,2,0,0,197,60,26,15,6,3,197,60,26,15,1
185,30,18,8,5,0,1,0,0,185,30,18,8,5,0,185,30,18,8,1
203,79,31,16,8,0,2,0,1,203,79,31,16,8,0,203,79,31,16,1
17,3,2,2,1,0,0,0,0,17,3,2,2,1,0,17,3,2,2,1
148,49,22,19,6,5,3,0,0,148,49,22,19,6,5,148,49,22,19,1
55,6,4,3,3,1,0,0,0,55,6,4,3,3,1,55,6,4,3,1
109,36,21,7,6,4,0,0,1,109,36,21,7,6,4,109,36,21,7,1
15,8,5,3,0,0,0,0,0,15,8,5,3,0,0,15,8,5,3,1
164,71,40,25,12,6,4,2,2,164,71,40,25,12,6,164,71,40,25,1
42,11,4,2,1,2,0,0,0,42,11,4,2,1,2,42,11,4,2,1
115,39,23,12,4,3,4,0,2,115,39,23,12,4,3,115,39,23,12,1
33,10,5,2,1,0,0,0,0,33,10,5,2,1,0,33,10,5,2,1
171,41,25,12,5,2,1,0,0,171,41,25,12,5,2,171,41,25,12,1
159,31,8,0,0,0,0,0,0,159,31,8,0,0,0,159,31,8,0,1
61,31,16,7,2,3,1,0,0,61,31,16,7,2,3,61,31,16,7,1
8,0,0,1,1,0,0,0,0,8,0,0,1,1,0,8,0,0,1,1
155,42,26,13,7,3,2,1,0,155,42,26,13,7,3,155,42,26,13,1
256,59,26,1,0,0,0,0,0,256,59,26,1,0,0,256,59,26,1,1
198,89,52,20,7,3,4,4,4,198,89,52,20,7,3,198,89,52,20,1
4,0,0,1,0,0,0,0,0,4,0,0,1,0,0,4,0,0,1,1
184,57,17,10,16,2,3,1,0,184,57,17,10,16,2,184,57,17,10,1
178,39,5,2,0,2,0,0,0,178,39,5,2,0,2,178,39,5,2,1
183,67,23,10,6,4,1,0,0,183,67,23,10,6,4,183,67,23,10,1
32,7,3,2,0,1,0,0,0,32,7,3,2,0,1,32,7,3,2,1
226,95,45,37,16,3,1,0,1,226,95,45,37,16,3,226,95,45,37,1
55,17,7,4,3,0,0,0,0,55,17,7,4,3,0,55,17,7,4,1
164,78,41,24,12,7,4,2,4,164,78,41,24,12,7,164,78,41,24,1
15,2,0,0,0,0,0,0,0,15,2,0,0,0,0,15,2,0,0,1
181,71,27,21,8,5,0,5,0,181,71,27,21,8,5,181,71,27,21,1
91,18,3,1,0,0,0,0,0,91,18,3,1,0,0,91,18,3,1,1
175,71,34,21,8,3,3,0,0,175,71,34,21,8,3,175,71,34,21,1
57,9,0,3,1,0,0,0,0,57,9,0,3,1,0,57,9,0,3,1
155,65,39,20,6,8,7,1,0,155,65,39,20,6,8,155,65,39,20,1
19,2,1,2,0,0,0,0,0,19,2,1,2,0,0,19,2,1,2,1
103,49,20,21,9,5,4,1,0,103,49,20,21,9,5,103,49,20,21,1
5,0,1,0,0,0,0,0,0,5,0,1,0,0,0,5,0,1,0,1
130,41,18,12,4,2,3,2,0,130,41,18,12,4,2,130,41,18,12,1
203,37,11,4,1,0,0,0,0,203,37,11,4,1,0,203,37,11,4,1
111,38,21,9,5,1,0,1,0,111,38,21,9,5,1,111,38,21,9,1
2,0,2,1,0,0,0,0,0,2,0,2,1,0,0,2,0,2,1,1
166,65,24,18,6,2,2,1,1,166,65,24,18,6,2,166,65,24,18,1
59,39,24,22,7,4,0,0,0,59,39,24,22,7,4,59,39,24,22,0
83,65,47,30,24,20,1,0,0,83,65,47,30,24,20,83,65,47,30,0
66,41,20,15,6,0,0,0,0,66,41,20,15,6,0,66,41,20,15,0
101,70,60,30,27,15,0,0,0,101,70,60,30,27,15,101,70,60,30,0
50,37,16,5,5,3,0,0,0,50,37,16,5,5,3,50,37,16,5,0
89,62,51,32,15,10,0,0,0,89,62,51,32,15,10,89,62,51,32,0
42,33,14,7,3,3,0,0,0,42,33,14,7,3,3,42,33,14,7,0
96,57,39,25,11,4,0,0,0,96,57,39,25,11,4,96,57,39,25,0
37,15,16,3,3,1,0,0,0,37,15,16,3,3,1,37,15,16,3,0
100,70,47,25,13,4,0,0,0,100,70,47,25,13,4,100,70,47,25,0
47,20,9,3,3,0,0,0,0,47,20,9,3,3,0,47,20,9,3,0
90,72,40,21,9,2,0,0,0,90,72,40,21,9,2,90,72,40,21,0
37,18,3,2,0,0,0,0,0,37,18,3,2,0,0,37,18,3,2,0
99,66,38,15,9,4,0,0,0,99,66,38,15,9,4,99,66,38,15,0
38,18,2,2,0,0,0,0,0,38,18,2,2,0,0,38,18,2,2,0
98,66,35,11,6,3,0,0,0,98,66,35,11,6,3,98,66,35,11,0
34,5,2,1,0,0,0,0,0,34,5,2,1,0,0,34,5,2,1,0
94,64,27,12,7,2,0,0,0,94,64,27,12,7,2,94,64,27,12,0
29,11,3,0,0,0,0,0,0,29,11,3,0,0,0,29,11,3,0,0
108,45,22,7,3,1,0,0,0,108,45,22,7,3,1,108,45,22,7,0
30,5,5,0,0,0,0,0,0,30,5,5,0,0,0,30,5,5,0,0
82,58,17,15,1,0,0,0,0,82,58,17,15,1,0,82,58,17,15,0
37,5,5,0,0,0,0,0,0,37,5,5,0,0,0,37,5,5,0,0
